gender,age,department,total_usetime,social_usetime,communication_usetime,entertainment_usetime,news_usetime,system_usetime,notification_usetime,view_order_top,view_order_middle,scenario,order111111,order1122,order123,order222
M,2,資工,4,1,1,3,1,0,1,1,2,commuting,ncwsey,ncswey,ncwesy,cnswey
F,2,資工,3,0,0,4,0,0,0,1,2,working,ecsnwy,ecnswy,ecsnwy,censwy
M,2,資工,3,1,1,2,0,0,0,1,2,resting,csenwy,csenwy,cesnwy,csenwy
F,2,資工系,2,?,?,?,?,?,?,1,3,working,csnewy,csenwy,cnsewy,csenwy
M,2,人社,3,1,2,0,1,0,0,1,3,resting,nscwye,nscwey,ncsewy,nscwey
M,2,化工系,2,1,1,1,1,0,0,3,2,commuting,ywnecs,ywencs,ynwces,wyencs
F,2,教育系,3,2,3,1,0,0,0,1,2,resting,escnyw,escnwy,ecsnwy,escnwy
F,2,商學院,4,2,2,4,0,0,1,1,2,commuting,csnwey,csnwey,cnsewy,csnwey
M,2,資工系,4,?,?,?,?,?,?,1,2,working,cnswey,cnswey,cnsewy,cnswey
M,1,生科系,2,4,3,0,1,2,3,1,2,resting,scnywe,scnyew,scnewy,csnyew
M,2,資工系,4,1,1,4,1,0,0,1,2,resting,escwny,escwny,ecsnwy,escwny
M,2,電機,3,1,1,4,0,0,0,1,2,resting,ncswye,ncswey,ncsewy,cnswey
F,2,文資系,2,1,0,2,0,0,0,1,2,resting,ecswny,ecswny,ecsnwy,ceswny
F,2,電機系,3,1,3,0,0,0,0,1,2,working,cswnye,csnwey,csweny,csnwey
F,2,資工系,3,3,2,1,0,0,0,1,2,resting,escwyn,escwny,ecsnwy,escwny
F,2,資訊工程系,3,2,2,1,0,0,0,1,2,wakingup,ncswye,ncswey,ncsewy,cnswey
F,2,資工系,3,1,0,2,0,0,0,3,1,resting,ceswny,ceswny,cesnwy,ceswny
F,2,工工系,3,2,2,1,0,0,0,2,1,commuting,cswney,csnwey,csweny,csnwey
F,4,台大中文系畢業,3,1,2,0,0,0,0,1,2,resting,ncsewy,nceswy,ncsewy,cneswy
F,2,醫學系,3,2,2,0,0,0,0,3,2,wakingup,cnswey,cnswey,cnsewy,cnswey
M,2,化學,2,1,0,2,1,0,0,3,2,resting,cwseyn,cwesny,csweny,cwesny
F,3,經濟,4,2,1,2,1,1,1,1,2,working,csewny,csewny,cesnwy,csewny
F,2,醫管系,3,2,1,2,0,0,0,1,2,commuting,nwscey,nwcsey,nswcey,nwcsey
M,2,電機系,4,3,1,2,1,0,0,2,1,working,cnswey,cnswey,cnsewy,cnswey
M,1,生科系,2,4,3,0,1,2,3,1,2,working,scnywe,scnyew,scnewy,csnyew
F,2,資工系,1,1,0,0,0,0,0,1,2,working,scewny,scewny,scenwy,csewny
F,4,應用化學,3,1,1,0,1,0,0,1,2,commuting,nwcsye,nwcsey,ncwesy,nwcsey
F,2,醫學檢驗生物技術學系,4,4,4,2,2,0,0,1,3,resting,scewny,scewny,scenwy,csewny
M,2,土木,4,1,3,3,1,0,0,1,2,resting,censwy,censwy,censwy,censwy
